id	lemma	context	index	label
d004.s003.t005	Russia	the @card@ deal the iraqi_oil_ministry reach with foreign oil_company suggest that China , Russia and European oil firm be poise to play a major role in refurbish Iraq 's oil_industry , cripple by decade of war and sanction .	13	['russia%1:15:04::']
d004.s003.t006	oil	the @card@ deal the iraqi_oil_ministry reach with foreign oil_company suggest that China , Russia and European oil firm be poise to play a major role in refurbish Iraq 's oil_industry , cripple by decade of war and sanction .	16	['oil%1:27:01::']
d004.s003.t007	firm	the @card@ deal the iraqi_oil_ministry reach with foreign oil_company suggest that China , Russia and European oil firm be poise to play a major role in refurbish Iraq 's oil_industry , cripple by decade of war and sanction .	17	['firm%1:14:00::']
d004.s003.t008	role	the @card@ deal the iraqi_oil_ministry reach with foreign oil_company suggest that China , Russia and European oil firm be poise to play a major role in refurbish Iraq 's oil_industry , cripple by decade of war and sanction .	24	['role%1:04:00::']
d004.s003.t009	Iraq	the @card@ deal the iraqi_oil_ministry reach with foreign oil_company suggest that China , Russia and European oil firm be poise to play a major role in refurbish Iraq 's oil_industry , cripple by decade of war and sanction .	27	['iraq%1:15:00::']
d004.s003.t010	oil_industry	the @card@ deal the iraqi_oil_ministry reach with foreign oil_company suggest that China , Russia and European oil firm be poise to play a major role in refurbish Iraq 's oil_industry , cripple by decade of war and sanction .	29	['oil_industry%1:14:00::']
d004.s003.t011	decade	the @card@ deal the iraqi_oil_ministry reach with foreign oil_company suggest that China , Russia and European oil firm be poise to play a major role in refurbish Iraq 's oil_industry , cripple by decade of war and sanction .	33	['decade%1:28:00::']
d004.s003.t012	war	the @card@ deal the iraqi_oil_ministry reach with foreign oil_company suggest that China , Russia and European oil firm be poise to play a major role in refurbish Iraq 's oil_industry , cripple by decade of war and sanction .	35	['war%1:04:00::']
d004.s003.t013	sanction	the @card@ deal the iraqi_oil_ministry reach with foreign oil_company suggest that China , Russia and European oil firm be poise to play a major role in refurbish Iraq 's oil_industry , cripple by decade of war and sanction .	37	['sanction%1:04:02::']
d004.s004.t001	company	American company walk away with stake in just two of the @card@ auction field .	1	['company%1:14:01::']
d004.s004.t002	stake	American company walk away with stake in just two of the @card@ auction field .	5	['stake%1:21:02::']
d004.s004.t003	field	American company walk away with stake in just two of the @card@ auction field .	13	['field%1:15:00::']
d004.s005.t001	company	Seven American company have pay to participate in the second auction , which begin Friday .	2	['company%1:14:01::']
d004.s005.t002	auction	Seven American company have pay to participate in the second auction , which begin Friday .	10	['auction%1:04:00::']
d004.s005.t003	Friday	Seven American company have pay to participate in the second auction , which begin Friday .	14	['friday%1:28:00::']
d004.s006.t001	bid	the only one that submit a bid lose .	6	['bid%1:10:00::']
d004.s007.t001	company	Two American company reach deal for field auction in June .	2	['company%1:14:01::']
d004.s007.t002	deal	Two American company reach deal for field auction in June .	4	['deal%1:04:02::']
d004.s007.t003	field	Two American company reach deal for field auction in June .	6	['field%1:15:00::']
d004.s007.t004	June	Two American company reach deal for field auction in June .	9	['june%1:28:00::']
d004.s008.t001	representation	the meager representation of American oil giant in Iraq 's open oil_industry surprised analyst .	2	['representation%1:04:01::']
d004.s008.t002	oil	the meager representation of American oil giant in Iraq 's open oil_industry surprised analyst .	5	['oil%1:27:01::']
d004.s008.t003	giant	the meager representation of American oil giant in Iraq 's open oil_industry surprised analyst .	6	['giant%1:14:00::']
d004.s008.t004	Iraq	the meager representation of American oil giant in Iraq 's open oil_industry surprised analyst .	8	['iraq%1:15:00::']
d004.s008.t005	oil_industry	the meager representation of American oil giant in Iraq 's open oil_industry surprised analyst .	11	['oil_industry%1:14:00::']
d004.s008.t006	analyst	the meager representation of American oil giant in Iraq 's open oil_industry surprised analyst .	13	['analyst%1:18:02::']
d004.s009.t001	Iraq	Iraq finally open its door after six year of war , and instead of U.S. company , you have Asians and Europeans lead the way , say Ruba Husari , the editor of iraq oil Forum , an online news outlet .	0	['iraq%1:15:00::']
d004.s009.t002	door	Iraq finally open its door after six year of war , and instead of U.S. company , you have Asians and Europeans lead the way , say Ruba Husari , the editor of iraq oil Forum , an online news outlet .	4	['door%1:07:00::']
d004.s009.t003	year	Iraq finally open its door after six year of war , and instead of U.S. company , you have Asians and Europeans lead the way , say Ruba Husari , the editor of iraq oil Forum , an online news outlet .	7	['year%1:28:01::']
d004.s009.t004	war	Iraq finally open its door after six year of war , and instead of U.S. company , you have Asians and Europeans lead the way , say Ruba Husari , the editor of iraq oil Forum , an online news outlet .	9	['war%1:04:00::']
d004.s009.t005	U.S.	Iraq finally open its door after six year of war , and instead of U.S. company , you have Asians and Europeans lead the way , say Ruba Husari , the editor of iraq oil Forum , an online news outlet .	14	['u.s.%1:15:00::']
d004.s009.t006	company	Iraq finally open its door after six year of war , and instead of U.S. company , you have Asians and Europeans lead the way , say Ruba Husari , the editor of iraq oil Forum , an online news outlet .	15	['company%1:14:01::']
d004.s009.t007	way	Iraq finally open its door after six year of war , and instead of U.S. company , you have Asians and Europeans lead the way , say Ruba Husari , the editor of iraq oil Forum , an online news outlet .	24	['way%1:04:00::']
d004.s009.t008	editor	Iraq finally open its door after six year of war , and instead of U.S. company , you have Asians and Europeans lead the way , say Ruba Husari , the editor of iraq oil Forum , an online news outlet .	31	['editor%1:18:00::']
d004.s009.t009	news	Iraq finally open its door after six year of war , and instead of U.S. company , you have Asians and Europeans lead the way , say Ruba Husari , the editor of iraq oil Forum , an online news outlet .	39	['news%1:10:01::']
d004.s009.t010	outlet	Iraq finally open its door after six year of war , and instead of U.S. company , you have Asians and Europeans lead the way , say Ruba Husari , the editor of iraq oil Forum , an online news outlet .	40	['outlet%1:06:01::']
d004.s010.t001	long_time	it will be a long_time before anything else will be on offer in Iraq .	4	['long_time%1:28:00::']
d004.s010.t002	offer	it will be a long_time before anything else will be on offer in Iraq .	11	['offer%1:10:00::']
d004.s010.t003	Iraq	it will be a long_time before anything else will be on offer in Iraq .	13	['iraq%1:15:00::']
d004.s011.t001	concern	concern over security , underscore by massive coordinate bombing Tuesday , and political instability as the U.S. military withdraw , likely keep American oil_company from venture more forcefully in Iraq , which have the world 's third-largest proven crude reserve , analyst say .	0	['concern%1:09:00::']
d004.s011.t002	security	concern over security , underscore by massive coordinate bombing Tuesday , and political instability as the U.S. military withdraw , likely keep American oil_company from venture more forcefully in Iraq , which have the world 's third-largest proven crude reserve , analyst say .	2	['security%1:26:00::', 'security%1:04:00::']
d004.s011.t003	bombing	concern over security , underscore by massive coordinate bombing Tuesday , and political instability as the U.S. military withdraw , likely keep American oil_company from venture more forcefully in Iraq , which have the world 's third-largest proven crude reserve , analyst say .	8	['bombing%1:04:01::']
d004.s011.t004	Tuesday	concern over security , underscore by massive coordinate bombing Tuesday , and political instability as the U.S. military withdraw , likely keep American oil_company from venture more forcefully in Iraq , which have the world 's third-largest proven crude reserve , analyst say .	9	['tuesday%1:28:00::']
d004.s011.t005	instability	concern over security , underscore by massive coordinate bombing Tuesday , and political instability as the U.S. military withdraw , likely keep American oil_company from venture more forcefully in Iraq , which have the world 's third-largest proven crude reserve , analyst say .	13	['instability%1:07:00::']
d004.s011.t006	U.S.	concern over security , underscore by massive coordinate bombing Tuesday , and political instability as the U.S. military withdraw , likely keep American oil_company from venture more forcefully in Iraq , which have the world 's third-largest proven crude reserve , analyst say .	16	['u.s.%1:15:00::']
d004.s011.t007	military	concern over security , underscore by massive coordinate bombing Tuesday , and political instability as the U.S. military withdraw , likely keep American oil_company from venture more forcefully in Iraq , which have the world 's third-largest proven crude reserve , analyst say .	17	['military%1:14:00::']
d004.s011.t008	oil_company	concern over security , underscore by massive coordinate bombing Tuesday , and political instability as the U.S. military withdraw , likely keep American oil_company from venture more forcefully in Iraq , which have the world 's third-largest proven crude reserve , analyst say .	23	['oil_company%1:14:00::']
d004.s011.t009	Iraq	concern over security , underscore by massive coordinate bombing Tuesday , and political instability as the U.S. military withdraw , likely keep American oil_company from venture more forcefully in Iraq , which have the world 's third-largest proven crude reserve , analyst say .	29	['iraq%1:15:00::']
d004.s011.t010	world	concern over security , underscore by massive coordinate bombing Tuesday , and political instability as the U.S. military withdraw , likely keep American oil_company from venture more forcefully in Iraq , which have the world 's third-largest proven crude reserve , analyst say .	34	['world%1:17:00::']
d004.s011.t011	reserve	concern over security , underscore by massive coordinate bombing Tuesday , and political instability as the U.S. military withdraw , likely keep American oil_company from venture more forcefully in Iraq , which have the world 's third-largest proven crude reserve , analyst say .	39	['reserve%1:21:00::']
d004.s011.t012	analyst	concern over security , underscore by massive coordinate bombing Tuesday , and political instability as the U.S. military withdraw , likely keep American oil_company from venture more forcefully in Iraq , which have the world 's third-largest proven crude reserve , analyst say .	41	['analyst%1:18:00::']
d004.s012.t001	U.S.	U.S. firm be in some case at a disadvantage because rival , particularly the Chinese and other government control energy firm , have markedly low labor_cost and be more prone to take risk because they do n't respond to shareholder .	0	['u.s.%1:15:00::']
d004.s012.t002	firm	U.S. firm be in some case at a disadvantage because rival , particularly the Chinese and other government control energy firm , have markedly low labor_cost and be more prone to take risk because they do n't respond to shareholder .	1	['firm%1:14:00::']
d004.s012.t003	case	U.S. firm be in some case at a disadvantage because rival , particularly the Chinese and other government control energy firm , have markedly low labor_cost and be more prone to take risk because they do n't respond to shareholder .	5	['case%1:11:00::']
d004.s012.t004	disadvantage	U.S. firm be in some case at a disadvantage because rival , particularly the Chinese and other government control energy firm , have markedly low labor_cost and be more prone to take risk because they do n't respond to shareholder .	8	['disadvantage%1:07:00::']
d004.s012.t005	rival	U.S. firm be in some case at a disadvantage because rival , particularly the Chinese and other government control energy firm , have markedly low labor_cost and be more prone to take risk because they do n't respond to shareholder .	10	['rival%1:18:00::']
d004.s012.t006	government	U.S. firm be in some case at a disadvantage because rival , particularly the Chinese and other government control energy firm , have markedly low labor_cost and be more prone to take risk because they do n't respond to shareholder .	17	['government%1:14:00::']
d004.s012.t007	energy	U.S. firm be in some case at a disadvantage because rival , particularly the Chinese and other government control energy firm , have markedly low labor_cost and be more prone to take risk because they do n't respond to shareholder .	19	['energy%1:19:01::']
d004.s012.t008	firm	U.S. firm be in some case at a disadvantage because rival , particularly the Chinese and other government control energy firm , have markedly low labor_cost and be more prone to take risk because they do n't respond to shareholder .	20	['firm%1:14:00::']
d004.s012.t010	risk	U.S. firm be in some case at a disadvantage because rival , particularly the Chinese and other government control energy firm , have markedly low labor_cost and be more prone to take risk because they do n't respond to shareholder .	32	['risk%1:26:00::']
d004.s012.t011	shareholder	U.S. firm be in some case at a disadvantage because rival , particularly the Chinese and other government control energy firm , have markedly low labor_cost and be more prone to take risk because they do n't respond to shareholder .	39	['shareholder%1:18:00::']
d004.s013.t003	company	Exxon-Mobil and occidental_petroleum Inc. be the only American company that reach deal with the ministry .	8	['company%1:14:01::']
d004.s013.t004	deal	Exxon-Mobil and occidental_petroleum Inc. be the only American company that reach deal with the ministry .	11	['deal%1:10:00::']
d004.s013.t005	ministry	Exxon-Mobil and occidental_petroleum Inc. be the only American company that reach deal with the ministry .	14	['ministry%1:14:00::']
d004.s014.t001	U.S.	major U.S. firm such as Chevron and ConocoPhillips , which have cultivate close tie with the iraqi_oil_ministry and have provide technical advice in recent year , walk away empty-handed .	1	['u.s.%1:15:00::']
d004.s014.t002	firm	major U.S. firm such as Chevron and ConocoPhillips , which have cultivate close tie with the iraqi_oil_ministry and have provide technical advice in recent year , walk away empty-handed .	2	['firm%1:14:00::']
d004.s014.t005	tie	major U.S. firm such as Chevron and ConocoPhillips , which have cultivate close tie with the iraqi_oil_ministry and have provide technical advice in recent year , walk away empty-handed .	13	['tie%1:11:00::']
d004.s014.t007	advice	major U.S. firm such as Chevron and ConocoPhillips , which have cultivate close tie with the iraqi_oil_ministry and have provide technical advice in recent year , walk away empty-handed .	21	['advice%1:10:00::']
d004.s014.t008	year	major U.S. firm such as Chevron and ConocoPhillips , which have cultivate close tie with the iraqi_oil_ministry and have provide technical advice in recent year , walk away empty-handed .	24	['year%1:28:01::']
d004.s015.t001	company	Russian company Lukoil and Gazprom be the top stakeholder in two of the contract award this weekend .	1	['company%1:14:01::']
d004.s015.t003	contract	Russian company Lukoil and Gazprom be the top stakeholder in two of the contract award this weekend .	13	['contract%1:10:00::']
d004.s015.t004	weekend	Russian company Lukoil and Gazprom be the top stakeholder in two of the contract award this weekend .	16	['weekend%1:28:00::']
d004.s016.t002	bid	state-owned China_National_Petroleum_Corporation bid on more contract than any other company and walk away with large stake in contract for two major field .	2	['bid%1:10:00::']
d004.s016.t003	contract	state-owned China_National_Petroleum_Corporation bid on more contract than any other company and walk away with large stake in contract for two major field .	5	['contract%1:10:00::']
d004.s016.t004	company	state-owned China_National_Petroleum_Corporation bid on more contract than any other company and walk away with large stake in contract for two major field .	9	['company%1:14:01::']
d004.s016.t005	stake	state-owned China_National_Petroleum_Corporation bid on more contract than any other company and walk away with large stake in contract for two major field .	15	['stake%1:21:02::']
d004.s016.t006	contract	state-owned China_National_Petroleum_Corporation bid on more contract than any other company and walk away with large stake in contract for two major field .	17	['contract%1:10:00::']
d004.s016.t007	field	state-owned China_National_Petroleum_Corporation bid on more contract than any other company and walk away with large stake in contract for two major field .	21	['field%1:15:00::']
d004.s017.t001	China	we all know that China be on track to become a major economic as well as technological power , oil_ministry spokesman Assam Jihad say .	4	['china%1:15:00::']
d004.s017.t002	track	we all know that China be on track to become a major economic as well as technological power , oil_ministry spokesman Assam Jihad say .	7	['track%1:17:00::']
d004.s017.t003	power	we all know that China be on track to become a major economic as well as technological power , oil_ministry spokesman Assam Jihad say .	17	['power%1:14:00::']
d004.s017.t004	spokesman	we all know that China be on track to become a major economic as well as technological power , oil_ministry spokesman Assam Jihad say .	20	['spokesman%1:18:00::']
d004.s018.t001	company	we feel confident that the Chinese company will be on par with its competitor and will deliver on its commitment towards Iraq .	6	['company%1:14:01::']
d004.s018.t002	par	we feel confident that the Chinese company will be on par with its competitor and will deliver on its commitment towards Iraq .	10	['par%1:26:00::']
d004.s018.t003	competitor	we feel confident that the Chinese company will be on par with its competitor and will deliver on its commitment towards Iraq .	13	['competitor%1:18:00::']
d004.s018.t004	commitment	we feel confident that the Chinese company will be on par with its competitor and will deliver on its commitment towards Iraq .	19	['commitment%1:04:02::']
d004.s018.t005	Iraq	we feel confident that the Chinese company will be on par with its competitor and will deliver on its commitment towards Iraq .	21	['iraq%1:15:00::']
d004.s019.t001	company	company pre-selected to submit bid make offer that be then compare to the per barrel fee the ministry be willing to pay for boost output above current level at each field .	0	['company%1:14:01::']
d004.s019.t002	bid	company pre-selected to submit bid make offer that be then compare to the per barrel fee the ministry be willing to pay for boost output above current level at each field .	4	['bid%1:10:00::']
d004.s019.t003	offer	company pre-selected to submit bid make offer that be then compare to the per barrel fee the ministry be willing to pay for boost output above current level at each field .	6	['offer%1:10:00::']
d004.s019.t004	barrel	company pre-selected to submit bid make offer that be then compare to the per barrel fee the ministry be willing to pay for boost output above current level at each field .	14	['barrel%1:23:01::']
d004.s019.t005	fee	company pre-selected to submit bid make offer that be then compare to the per barrel fee the ministry be willing to pay for boost output above current level at each field .	15	['fee%1:21:00::']
d004.s019.t006	ministry	company pre-selected to submit bid make offer that be then compare to the per barrel fee the ministry be willing to pay for boost output above current level at each field .	17	['ministry%1:14:00::']
d004.s019.t007	output	company pre-selected to submit bid make offer that be then compare to the per barrel fee the ministry be willing to pay for boost output above current level at each field .	24	['output%1:04:00::']
d004.s019.t008	level	company pre-selected to submit bid make offer that be then compare to the per barrel fee the ministry be willing to pay for boost output above current level at each field .	27	['level%1:07:00::']
d004.s019.t009	field	company pre-selected to submit bid make offer that be then compare to the per barrel fee the ministry be willing to pay for boost output above current level at each field .	30	['field%1:15:00::']
d005.s001.t001	bank	us bank repay state support	1	['bank%1:14:00::']
d005.s001.t002	state	us bank repay state support	3	['state%1:14:01::']
d005.s001.t003	support	us bank repay state support	4	['support%1:21:01::']
d005.s002.t001	US	the crisis-hit US major bank be break free from their state shackle .	2	['us%1:15:00::']
d005.s002.t002	bank	the crisis-hit US major bank be break free from their state shackle .	4	['bank%1:14:00::']
d005.s002.t003	state	the crisis-hit US major bank be break free from their state shackle .	10	['state%1:14:01::']
d005.s002.t004	shackle	the crisis-hit US major bank be break free from their state shackle .	11	['shackle%1:06:00::']
d005.s003.t001	Wednesday	on Wednesday bank_of_america repay the support from the bank protection fund tarp in the amount USD @card@ billion ( nearly EUR @card@ billion ) in one go .	1	['wednesday%1:28:00::']
d005.s003.t003	support	on Wednesday bank_of_america repay the support from the bank protection fund tarp in the amount USD @card@ billion ( nearly EUR @card@ billion ) in one go .	5	['support%1:21:01::']
d005.s003.t004	bank	on Wednesday bank_of_america repay the support from the bank protection fund tarp in the amount USD @card@ billion ( nearly EUR @card@ billion ) in one go .	8	['bank%1:14:00::']
d005.s003.t005	protection	on Wednesday bank_of_america repay the support from the bank protection fund tarp in the amount USD @card@ billion ( nearly EUR @card@ billion ) in one go .	9	['protection%1:21:00::']
d005.s003.t006	fund	on Wednesday bank_of_america repay the support from the bank protection fund tarp in the amount USD @card@ billion ( nearly EUR @card@ billion ) in one go .	10	['fund%1:21:00::']
d005.s003.t008	amount	on Wednesday bank_of_america repay the support from the bank protection fund tarp in the amount USD @card@ billion ( nearly EUR @card@ billion ) in one go .	14	['amount%1:21:00::']
d005.s004.t001	report	and , accord to report from US broadcaster CNBC , Citigroup be also plan to repay the state support .	4	['report%1:10:00::']
d005.s004.t002	US	and , accord to report from US broadcaster CNBC , Citigroup be also plan to repay the state support .	6	['us%1:15:00::']
d005.s004.t003	broadcaster	and , accord to report from US broadcaster CNBC , Citigroup be also plan to repay the state support .	7	['broadcaster%1:18:00::']
d005.s004.t006	state	and , accord to report from US broadcaster CNBC , Citigroup be also plan to repay the state support .	17	['state%1:14:00::']
d005.s004.t007	support	and , accord to report from US broadcaster CNBC , Citigroup be also plan to repay the state support .	18	['support%1:21:01::']
d005.s005.t001	institution	the institution thereby want to wiggle themselves free from the restriction go hand-in-hand with the acceptance of the money , such as the limit on manager bonus and the pay of high charge .	1	['institution%1:14:00::']
d005.s005.t002	restriction	the institution thereby want to wiggle themselves free from the restriction go hand-in-hand with the acceptance of the money , such as the limit on manager bonus and the pay of high charge .	10	['restriction%1:09:00::']
d005.s005.t003	acceptance	the institution thereby want to wiggle themselves free from the restriction go hand-in-hand with the acceptance of the money , such as the limit on manager bonus and the pay of high charge .	15	['acceptance%1:04:00::']
d005.s005.t004	money	the institution thereby want to wiggle themselves free from the restriction go hand-in-hand with the acceptance of the money , such as the limit on manager bonus and the pay of high charge .	18	['money%1:21:00::']
d005.s005.t005	limit	the institution thereby want to wiggle themselves free from the restriction go hand-in-hand with the acceptance of the money , such as the limit on manager bonus and the pay of high charge .	23	['limit%1:23:00::']
d005.s005.t006	manager	the institution thereby want to wiggle themselves free from the restriction go hand-in-hand with the acceptance of the money , such as the limit on manager bonus and the pay of high charge .	25	['manager%1:18:00::']
d005.s005.t007	bonus	the institution thereby want to wiggle themselves free from the restriction go hand-in-hand with the acceptance of the money , such as the limit on manager bonus and the pay of high charge .	26	['bonus%1:21:00::']
d005.s005.t008	charge	the institution thereby want to wiggle themselves free from the restriction go hand-in-hand with the acceptance of the money , such as the limit on manager bonus and the pay of high charge .	32	['charge%1:21:02::']
d005.s006.t002	investor	bank_of_america have raise some USD @card@ billion from investor through convertible loan .	8	['investor%1:18:00::']
d005.s006.t003	loan	bank_of_america have raise some USD @card@ billion from investor through convertible loan .	11	['loan%1:21:00::']
d005.s007.t001	rest	the rest of the amount be take from its own kitty , which be well fill through the sale of business unit .	1	['rest%1:24:00::']
d005.s007.t002	amount	the rest of the amount be take from its own kitty , which be well fill through the sale of business unit .	4	['amount%1:21:00::']
d005.s007.t003	kitty	the rest of the amount be take from its own kitty , which be well fill through the sale of business unit .	10	['kitty%1:21:01::']
d005.s007.t004	sale	the rest of the amount be take from its own kitty , which be well fill through the sale of business unit .	18	['sale%1:04:00::']
d005.s007.t005	business	the rest of the amount be take from its own kitty , which be well fill through the sale of business unit .	20	['business%1:14:00::']
d005.s007.t006	unit	the rest of the amount be take from its own kitty , which be well fill through the sale of business unit .	21	['unit%1:24:00::']
d005.s008.t001	Bank	Bank head ken_lewis extend his express thank to the American taxpayer on Wednesday evening : the cash injection help over a very difficult time .	0	['bank%1:14:00::']
d005.s009.t001	bank	the bank overstretched at the height of the financial crisis by take over the investment bank merrill_lynch .	1	['bank%1:14:00::']
d005.s009.t002	height	the bank overstretched at the height of the financial crisis by take over the investment bank merrill_lynch .	5	['height%1:26:00::']
d005.s009.t003	crisis	the bank overstretched at the height of the financial crisis by take over the investment bank merrill_lynch .	9	['crisis%1:26:00::']
d005.s009.t004	investment	the bank overstretched at the height of the financial crisis by take over the investment bank merrill_lynch .	14	['investment%1:04:00::']
d005.s009.t005	bank	the bank overstretched at the height of the financial crisis by take over the investment bank merrill_lynch .	15	['bank%1:14:00::']
d005.s010.t002	cash	Citigroup also plan to raise cash on the capital_market to free itself from its liability with the state .	5	['cash%1:21:00::']
d005.s010.t004	liability	Citigroup also plan to raise cash on the capital_market to free itself from its liability with the state .	14	['liability%1:26:01::']
d005.s010.t005	state	Citigroup also plan to raise cash on the capital_market to free itself from its liability with the state .	17	['state%1:14:01::']
d005.s011.t001	Thursday	already on Thursday , the US bank be able to announce a capital increase of some USD @card@ billion , report CNBC with reference to circle .	2	['thursday%1:28:00::']
d005.s011.t002	US	already on Thursday , the US bank be able to announce a capital increase of some USD @card@ billion , report CNBC with reference to circle .	5	['us%1:15:00::']
d005.s011.t003	bank	already on Thursday , the US bank be able to announce a capital increase of some USD @card@ billion , report CNBC with reference to circle .	6	['bank%1:14:00::']
d005.s011.t004	capital	already on Thursday , the US bank be able to announce a capital increase of some USD @card@ billion , report CNBC with reference to circle .	12	['capital%1:21:01::']
d005.s011.t005	increase	already on Thursday , the US bank be able to announce a capital increase of some USD @card@ billion , report CNBC with reference to circle .	13	['increase%1:07:00::']
d005.s011.t007	reference	already on Thursday , the US bank be able to announce a capital increase of some USD @card@ billion , report CNBC with reference to circle .	23	['reference%1:10:03::']
d005.s011.t008	circle	already on Thursday , the US bank be able to announce a capital increase of some USD @card@ billion , report CNBC with reference to circle .	25	['circle%1:14:00::']
d005.s012.t002	spokesman	a Citigroup spokesman decline to comment .	2	['spokesman%1:18:00::']
d005.s013.t004	support	goldman_sachs , jp_morgan_chase and morgan_stanley have already repay their support in June .	9	['support%1:21:01::']
d005.s013.t005	June	goldman_sachs , jp_morgan_chase and morgan_stanley have already repay their support in June .	11	['june%1:28:00::']
d006.s001.t001	appeal	Cheshire appeal will point to Twitter	1	['appeal%1:04:00::']
d006.s002.t001	half_a_dozen	there be half_a_dozen of them type away in the courtroom row .	2	['half_a_dozen%1:23:00::']
d006.s002.t002	courtroom	there be half_a_dozen of them type away in the courtroom row .	9	['courtroom%1:06:00::']
d006.s002.t003	row	there be half_a_dozen of them type away in the courtroom row .	10	['row%1:14:00::']
d006.s003.t003	report	minute by minute , they send out report of gruesome testimony via Twitter .	7	['report%1:10:00::']
d006.s003.t004	testimony	minute by minute , they send out report of gruesome testimony via Twitter .	10	['testimony%1:10:00::']
d006.s004.t001	end	in the end , the defense say , there be more than @card@ Twitter message about the trial that deal with rape and child tie to their bed in a house that be set ablaze .	2	['end%1:11:00::']
d006.s004.t002	defense	in the end , the defense say , there be more than @card@ Twitter message about the trial that deal with rape and child tie to their bed in a house that be set ablaze .	5	['defense%1:14:00::']
d006.s004.t004	message	in the end , the defense say , there be more than @card@ Twitter message about the trial that deal with rape and child tie to their bed in a house that be set ablaze .	14	['message%1:10:01::']
d006.s004.t005	trial	in the end , the defense say , there be more than @card@ Twitter message about the trial that deal with rape and child tie to their bed in a house that be set ablaze .	17	['trial%1:04:02::']
d006.s004.t006	rape	in the end , the defense say , there be more than @card@ Twitter message about the trial that deal with rape and child tie to their bed in a house that be set ablaze .	21	['rape%1:04:00::']
d006.s004.t007	child	in the end , the defense say , there be more than @card@ Twitter message about the trial that deal with rape and child tie to their bed in a house that be set ablaze .	23	['child%1:18:00::']
d006.s004.t008	bed	in the end , the defense say , there be more than @card@ Twitter message about the trial that deal with rape and child tie to their bed in a house that be set ablaze .	27	['bed%1:06:00::']
d006.s004.t009	house	in the end , the defense say , there be more than @card@ Twitter message about the trial that deal with rape and child tie to their bed in a house that be set ablaze .	30	['house%1:06:00::']
d006.s005.t001	Thursday	on Thursday , the widely follow trial of steven_j._hayes , who be convict of kill three member of a Cheshire , Conn. , family , be set to come to an official end with the judge 's imposition of the death_sentence vote for by the jury .	1	['thursday%1:28:00::']
d006.s005.t002	trial	on Thursday , the widely follow trial of steven_j._hayes , who be convict of kill three member of a Cheshire , Conn. , family , be set to come to an official end with the judge 's imposition of the death_sentence vote for by the jury .	6	['trial%1:04:02::']
d006.s005.t003	member	on Thursday , the widely follow trial of steven_j._hayes , who be convict of kill three member of a Cheshire , Conn. , family , be set to come to an official end with the judge 's imposition of the death_sentence vote for by the jury .	16	['member%1:18:00::']
d006.s005.t004	family	on Thursday , the widely follow trial of steven_j._hayes , who be convict of kill three member of a Cheshire , Conn. , family , be set to come to an official end with the judge 's imposition of the death_sentence vote for by the jury .	23	['family%1:14:02::']
d006.s005.t005	end	on Thursday , the widely follow trial of steven_j._hayes , who be convict of kill three member of a Cheshire , Conn. , family , be set to come to an official end with the judge 's imposition of the death_sentence vote for by the jury .	32	['end%1:28:00::']
d006.s005.t006	judge	on Thursday , the widely follow trial of steven_j._hayes , who be convict of kill three member of a Cheshire , Conn. , family , be set to come to an official end with the judge 's imposition of the death_sentence vote for by the jury .	35	['judge%1:18:00::']
d006.s005.t007	imposition	on Thursday , the widely follow trial of steven_j._hayes , who be convict of kill three member of a Cheshire , Conn. , family , be set to come to an official end with the judge 's imposition of the death_sentence vote for by the jury .	37	['imposition%1:04:02::']
d006.s005.t009	jury	on Thursday , the widely follow trial of steven_j._hayes , who be convict of kill three member of a Cheshire , Conn. , family , be set to come to an official end with the judge 's imposition of the death_sentence vote for by the jury .	45	['jury%1:14:00::']
d006.s006.t001	lawyer	but lawyer for Mr. Hayes have already make court filing that sketch out appeal argument that be likely to occupy the court for year .	1	['lawyer%1:18:00::']
d006.s006.t002	court	but lawyer for Mr. Hayes have already make court filing that sketch out appeal argument that be likely to occupy the court for year .	8	['court%1:14:00::']
d006.s006.t003	filing	but lawyer for Mr. Hayes have already make court filing that sketch out appeal argument that be likely to occupy the court for year .	9	['filing%1:10:00::']
d006.s006.t004	appeal	but lawyer for Mr. Hayes have already make court filing that sketch out appeal argument that be likely to occupy the court for year .	13	['appeal%1:04:00::']
d006.s006.t005	argument	but lawyer for Mr. Hayes have already make court filing that sketch out appeal argument that be likely to occupy the court for year .	14	['argument%1:10:02::']
d006.s006.t006	court	but lawyer for Mr. Hayes have already make court filing that sketch out appeal argument that be likely to occupy the court for year .	21	['court%1:14:00::']
d006.s006.t007	year	but lawyer for Mr. Hayes have already make court filing that sketch out appeal argument that be likely to occupy the court for year .	23	['year%1:28:01::']
d006.s007.t001	reporting	One of the most provocative be that the intense reporting on the trial - include mainstream reporter ' extensive use of Twitter - create a `` circus atmosphere '' and such widespread , instant saturation with inflammatory detail that the jury be improperly sway by public passion .	9	['reporting%1:10:00::']
d006.s007.t002	trial	One of the most provocative be that the intense reporting on the trial - include mainstream reporter ' extensive use of Twitter - create a `` circus atmosphere '' and such widespread , instant saturation with inflammatory detail that the jury be improperly sway by public passion .	12	['trial%1:04:02::']
d006.s007.t003	reporter	One of the most provocative be that the intense reporting on the trial - include mainstream reporter ' extensive use of Twitter - create a `` circus atmosphere '' and such widespread , instant saturation with inflammatory detail that the jury be improperly sway by public passion .	16	['reporter%1:18:00::']
